NOMBRE,ID_PERSONA,EDAD,CAMARA_COMERCIO,SUPERINTENDENCIA_TURISMO,MIEMBRO_COMUNIDAD
IraWellington,14887,27,T,T,F
ArmandWarren,14888,90,T,T,F
PhillipEldon,14889,77,F,T,T
AlonzoHurley,14890,34,T,T,F
BartonShelby,14891,59,T,F,F
BertieWilliams,14892,33,T,F,F
LorenIvory,14893,43,F,F,T
HartElvie,14894,73,F,F,F
LawrenceClyde,14895,52,T,F,T
TommyKing,14896,77,F,T,F
HarmonBonnie,14897,18,F,T,T
BurneyWilber,14898,60,T,T,F
CarltonPierce,14899,65,F,F,T
AndrewJunious,14900,41,T,T,F
MosesMillard,14901,70,T,F,T
BentonBennett,14902,47,T,F,T
BennettRolland,14903,56,F,T,F
OthoAugustine,14904,38,T,T,T
LenardTruman,14905,45,T,F,T
OleIsaac,14906,86,F,F,T
LewisDelbert,14907,96,T,T,T
BudAlvie,14908,39,F,T,F
IsamLarkin,14909,90,F,F,T
HaywardWill,14910,70,T,F,F
ColonelBuford,14911,72,T,F,F
CurtisAlbin,14912,38,F,F,F
CraigSoloman,14913,29,F,T,F
TillmanWeldon,14914,74,F,F,F
AlgernonBert,14915,80,T,F,T
BentonLeon,14916,72,T,T,T
BurtSon,14917,92,F,T,F
PierceLewis,14918,56,F,F,T
AloisCarlos,14919,80,F,T,T
GodfreyFrederic,14920,45,F,T,F
LeopoldOttis,14921,60,F,F,T
BudWarner,14922,31,F,F,T
LuciousAndres,14923,41,F,F,F
RubenOral,14924,31,F,T,F
LandonHoyt,14925,60,T,T,F
WayneOsborne,14926,20,T,F,F
SylvesterLucien,14927,73,F,F,T
AlexanderCarey,14928,93,T,F,T
MontSelmer,14929,54,F,F,T
JonesSpencer,14930,87,T,F,T
DominicBud,14931,55,T,F,T
GusLaverne,14932,43,T,F,F
BobOtho,14933,75,T,F,F
VanceOla,14934,89,F,F,F
BurtonColumbus,14935,38,F,T,T
EricIsadore,14936,30,F,T,F
LeighMaxie,14937,79,F,T,T
EveretteEmanuel,14938,96,F,T,F
DelmarGaston,14939,80,T,F,F
GeraldGustavus,14940,83,T,T,F
GerardElige,14941,77,F,F,T
GeneralHyman,14942,62,T,T,F
BenjimanThurman,14943,41,F,F,F
EmilRose,14944,89,T,T,T
ErickNorwood,14945,28,T,T,F
JimChas,14946,20,F,F,T
TrumanCurtis,14947,43,T,F,T
IrvinErnie,14948,26,T,T,T
HosieAuthor,14949,90,F,F,T
OranFritz,14950,41,F,F,F
LauraSam,14951,65,F,T,T
AlphonseRichard,14952,25,T,F,F
DaveJohnnie,14953,24,F,T,F
EverettNathan,14954,67,T,T,T
BennettGustaf,14955,61,F,F,T
BoydBernice,14956,98,F,F,T
CleoDoc,14957,46,F,F,T
RodneyWayne,14958,65,T,F,T
RoyceFreddie,14959,40,F,T,F
LeslieDave,14960,49,F,F,F
OmerIrvin,14961,61,T,F,F
OlinGreen,14962,35,F,T,F
MorganSydney,14963,91,T,F,F
DaveCarson,14964,42,T,F,T
LemJonathan,14965,31,F,F,T
CarrollMerritt,14966,76,F,F,F
PeterJones,14967,30,F,T,F
PleasSpurgeon,14968,46,T,T,T
CyrusShelby,14969,93,T,T,F
TaylorElwood,14970,36,T,F,T
GustavRichard,14971,53,F,T,T
DelmarRichard,14972,54,T,T,T
GeoAmbers,14973,42,T,T,T
AshtonClair,14974,49,F,T,T
CollinsNoble,14975,19,F,F,T
EugenioNelson,14976,92,T,T,F
BynumOtis,14977,96,F,T,T
FinisAdolf,14978,39,F,F,F
JudsonLou,14979,91,F,F,T
LorenzoChas,14980,39,F,T,F
EzekielGarrett,14981,39,F,T,F
BertCyrus,14982,86,F,T,T
BillyFloy,14983,92,T,T,T
OrenPascal,14984,93,T,F,T
FlemingDallas,14985,89,F,F,T
ClintCarroll,14986,99,T,T,T
RafaelSteve,14987,52,F,F,F
JuanOllie,14988,83,T,F,T
OliverCleveland,14989,27,F,T,T
LesleyMervin,14990,30,T,T,T
ElwoodCarlton,14991,65,T,F,F
HallieGarfield,14992,92,F,F,F
JoshCatherine,14993,72,F,F,F
LarryTim,14994,96,F,F,F
FosterStephen,14995,56,F,T,F
FredericLeland,14996,99,F,T,F
WallaceWalter,14997,19,F,T,F
JessRolland,14998,82,T,F,F
PorterHamilton,14999,42,F,F,T
IvaLemuel,15000,38,T,T,F
StuartMike,15001,59,F,T,T
OdieMerrill,15002,52,T,F,T
AngusJason,15003,85,T,T,T
GussBruce,15004,42,T,T,T
BennettJosephus,15005,21,T,F,T
NelsonAlto,15006,60,T,T,F
BobMerrill,15007,54,F,F,T
HerbertTalmadge,15008,52,F,F,F
DossPrince,15009,78,T,F,F
JeffersonShelly,15010,74,T,F,F
HollisMike,15011,88,T,F,T
MarcellusVirgil,15012,23,T,T,T
ValWilbur,15013,82,T,F,F
BennieMerton,15014,31,T,F,T
RubeJay,15015,21,T,T,F
TomasCurt,15016,33,T,F,T
WhitJason,15017,26,T,T,T
EarlyRolla,15018,25,F,T,F
RexLacy,15019,84,F,F,T
FullerChester,15020,77,T,T,F
MosesHamp,15021,37,T,T,T
OdaDean,15022,83,T,T,T
EverettAnson,15023,89,T,T,T
BertramJean,15024,92,T,T,T
TerryShellie,15025,75,F,F,T
PercyDarrell,15026,27,T,F,T
AndyRuby,15027,18,F,F,T
OrvalSteven,15028,18,T,F,T
HaskellWiley,15029,45,T,F,T
CapOrval,15030,91,F,F,F
SanfordHarlan,15031,32,T,F,T
HustonHowell,15032,93,F,F,T
PleasantIrving,15033,50,T,F,T
SolomonSid,15034,55,T,T,F
SimeonSeymour,15035,97,F,F,F
LemGeo,15036,85,F,F,F
CrawfordOwen,15037,87,F,T,F
LennieShelby,15038,99,T,F,F
HectorMannie,15039,22,F,F,T
CamilleTheron,15040,91,T,F,T
JohnnyIrwin,15041,55,T,F,F
ClydeClifford,15042,80,T,T,T
BurtonCleve,15043,50,F,F,T
LouiseChristopher,15044,50,F,T,F
HarveyHampton,15045,36,F,F,F
PedroDorsey,15046,94,F,T,T
AdolphusMatthew,15047,75,F,T,F
OkeyJesus,15048,33,T,F,F
DenisAvery,15049,66,F,T,T
CyrusRaphael,15050,50,T,F,T
MathiasClare,15051,37,F,F,T
LuisIssac,15052,61,T,F,T
AldenStuart,15053,22,F,T,T
AugustaMichael,15054,49,F,T,F
CharlieGlen,15055,25,F,T,T
RoseLindsey,15056,63,T,F,F
EarnestAbner,15057,69,T,T,T
WillardRoss,15058,83,F,F,F
BryantJule,15059,69,T,F,F
EldonPleasant,15060,95,T,T,T
AlfordJunious,15061,40,F,F,F
HenceCharly,15062,90,T,T,T
EdmundWebster,15063,24,F,F,F
EverettJesse,15064,54,F,F,T
ArchAdrian,15065,70,T,F,T
VirgilDoctor,15066,38,T,T,F
DarrellGaston,15067,30,T,F,T
MortonManuel,15068,89,F,F,T
TitusTurner,15069,69,T,T,T
JosephOttis,15070,50,T,T,T
WallaceTony,15071,32,F,T,F
AbrahamRichard,15072,85,F,T,T
ShelbyWilliams,15073,31,F,T,F
AdamLionel,15074,73,F,F,T
RamonHugo,15075,47,T,F,F
SheldonBurt,15076,94,T,F,T
EsterCurtis,15077,31,T,T,T
TheodoreMurray,15078,27,F,F,F
HaroldJeremiah,15079,36,F,F,F
LymanWinfield,15080,86,F,F,T
GarnettIsadore,15081,99,F,T,T
JenningsRaphael,15082,63,F,F,T
ElmoDon,15083,51,F,T,F
DeeVester,15084,78,T,T,T
HubertClarance,15085,73,F,F,T
DurwardCallie,15086,53,T,F,T
PhilPrince,15087,73,T,T,T
JustinLarry,15088,57,T,T,T
RudolphAron,15089,34,F,T,F
EllieChauncey,15090,97,F,F,T
LigeAloys,15091,18,T,F,F
GarryThurman,15092,62,T,F,T
SampsonGarrett,15093,55,F,F,F
WilburnRoger,15094,94,F,F,T
MorganDoyle,15095,53,T,T,F
MarshalPalmer,15096,24,T,T,F
AlfordWilson,15097,42,F,F,T
GordonTracy,15098,41,T,T,F
WalterHubert,15099,70,T,T,T
MaxwellButler,15100,26,T,T,F
GreenGary,15101,57,T,T,T
IrwinOrrin,15102,30,T,T,T
JoseLucius,15103,22,F,T,T
DavidMicheal,15104,34,T,F,T
GustavusClayton,15105,19,F,F,F
ZenoAugustus,15106,83,T,T,F
LenMargaret,15107,28,T,T,T
BryantEphriam,15108,32,F,F,F
AlexSol,15109,98,F,F,F
ClarkDozier,15110,77,T,F,F
AveryMattie,15111,59,T,T,T
ErnestMajor,15112,29,F,F,F
JosephJack,15113,99,T,F,F
AnthonyGabriel,15114,21,T,F,T
FloyMajor,15115,64,F,F,F
IsiahOren,15116,88,T,T,T
EldonReinhold,15117,97,T,F,T
GarlandElizabeth,15118,78,T,F,T
ColonelDewey,15119,43,T,T,T
WilberWylie,15120,19,T,F,F
JordanLucious,15121,26,F,F,F
DellRiley,15122,80,F,T,T
AlmaEarlie,15123,62,T,F,F
BedfordLucius,15124,49,T,T,T
MartinAbner,15125,93,F,T,F
AdolphFranklin,15126,65,F,F,F
JonesTobe,15127,29,T,T,T
WilbertOmar,15128,50,T,T,F
SteveBishop,15129,36,F,T,T
GarrettAdolph,15130,26,T,F,T
HamiltonBob,15131,40,F,T,T
LemDonald,15132,86,F,F,F
JerryMortimer,15133,60,T,F,F
MorrisForrest,15134,87,T,F,F
HezekiahAdolphus,15135,31,F,F,F
AbnerMelville,15136,45,F,F,T
MyronStephen,15137,47,F,T,T
SpencerGiles,15138,29,T,T,T
LucianEnnis,15139,99,T,T,F
WaldoWhit,15140,21,F,T,T
ChasWinfield,15141,70,F,F,T
ElderButler,15142,60,F,T,T
OakleyVerner,15143,81,F,T,T
RolloWade,15144,52,F,T,F
JohnsonCyrus,15145,88,T,F,T
ShermanLyman,15146,21,T,T,F
ElmerGene,15147,45,T,F,T
TerrencePrice,15148,25,T,T,F
FrederickBillie,15149,83,F,T,F
AbeLucius,15150,24,F,T,F
ElzaAlfred,15151,58,T,T,F
TrumanReese,15152,50,T,F,T
SammieIsaac,15153,94,T,F,F
DennisGiles,15154,19,T,T,T
PedroAvery,15155,24,T,T,F
LlewellynEthel,15156,34,T,F,T
WilliamGarrett,15157,43,T,F,F
AldenTerence,15158,70,F,F,F
ShelbyDaniel,15159,86,T,F,T
MathiasHyman,15160,61,F,T,T
LigeWong,15161,24,F,F,F
KingWm,15162,94,T,T,T
FranklinKarl,15163,42,T,F,T
ConradWilliams,15164,49,T,F,T
FreddieLucien,15165,68,F,F,T
AndrewEben,15166,58,F,T,T
FlorenceJerome,15167,36,F,F,T
GaylordColumbus,15168,49,T,T,F
HamiltonVern,15169,28,T,T,T
WardLindsey,15170,96,T,T,F
LutherGaines,15171,44,F,T,T
AntonCarroll,15172,80,T,T,F
IveyWayne,15173,24,F,T,T
AuthorRodney,15174,75,T,F,F
TrumanHarve,15175,74,F,T,T
ZollieRubin,15176,80,F,T,F
BrooksHowell,15177,61,F,T,F
ElijahRudolph,15178,71,T,T,F
GardnerClaudius,15179,60,T,F,T
EzraValentine,15180,94,F,T,T
PierceGarrett,15181,76,F,F,F
RaleighAustin,15182,94,F,T,T
StephenWalker,15183,63,F,T,T
OlafDempsey,15184,26,T,F,F
HardyClaud,15185,30,T,T,T
CloydMoses,15186,93,T,T,F
ReginaldJefferson,15187,23,T,T,T
LacyLillie,15188,69,F,T,F
ChesterLogan,15189,89,F,F,T
NobleReid,15190,81,T,F,F
EveretArmand,15191,34,F,F,T
LesterMerle,15192,28,F,T,T
ArchieFelton,15193,20,T,F,F
LloydEllsworth,15194,42,T,F,F
AuthurCal,15195,90,F,T,F
AlonzoWm,15196,55,F,T,F
JessHeber,15197,95,F,T,T
HoseaLawyer,15198,32,F,T,T
ShepPhilip,15199,75,F,F,F
RileyLonzo,15200,85,F,F,F
OswaldBert,15201,18,F,T,F
ArvidVester,15202,86,T,T,T
MauriceRich,15203,87,F,T,F
MinorJay,15204,74,F,T,T
LennieQuincy,15205,70,T,T,F
VanHoratio,15206,93,T,F,T
BurrellRamon,15207,22,T,T,T
BertieAmasa,15208,63,T,T,F
DillardGee,15209,66,F,T,T
MargaretRiley,15210,89,F,F,T
ReedJohnie,15211,68,F,T,T
BurrelDillard,15212,35,F,T,T
EmmaEarle,15213,91,T,F,T
DwightBruce,15214,76,F,F,F
HalJulia,15215,86,T,F,F
ToneyCasper,15216,45,F,T,F
JasonRoscoe,15217,99,T,T,F
AntoneCasper,15218,45,T,T,F
SmithErnst,15219,56,T,T,T
MaudeNorris,15220,57,T,T,T
BasilEdison,15221,85,T,T,F
GibsonFrederick,15222,53,F,F,T
MoseHubbard,15223,82,T,T,F
SolomonLena,15224,60,T,F,F
SantiagoWilbur,15225,79,F,F,T
EllisLonzo,15226,37,T,T,T
BryanGeneral,15227,93,T,F,F
JosiahCarlton,15228,80,T,F,T
HenryVaughn,15229,34,F,F,F
SpurgeonGay,15230,29,F,F,T
ErnstLuke,15231,38,F,F,F
BallardRoss,15232,21,F,F,F
BryantOdell,15233,48,F,T,T
SumnerEthan,15234,86,T,F,T
MckinleyJustus,15235,96,T,T,F
BoydPinkney,15236,69,T,T,F
LyleKing,15237,47,T,T,F
LeviWade,15238,95,F,T,T
ChauncyLeander,15239,95,T,T,T
LorenBeverly,15240,32,F,F,T
ClintonWilson,15241,45,F,F,F
AlfonsoElizabeth,15242,64,T,T,F
SimDon,15243,33,T,T,F
HubertHubbard,15244,81,F,T,T
OranLawrence,15245,23,T,T,F
FranciscoJimmie,15246,72,T,F,F
GordonRoger,15247,26,T,F,T
AugustineRussell,15248,91,F,F,F
PeterHayes,15249,36,T,T,T
BirtOrville,15250,49,T,T,F
AlbertHuey,15251,97,T,F,F
MarshalHuey,15252,44,F,F,F
HollyElvin,15253,77,T,F,F
TurnerTheo,15254,41,F,T,F
TimChris,15255,90,T,F,F
JuliousEldridge,15256,62,F,F,F
TalmagePeyton,15257,87,T,F,T
PabloBuck,15258,95,T,F,F
SamWilliard,15259,91,F,F,T
TedYoung,15260,98,T,F,T
BascomWalker,15261,33,F,T,F
NickMerle,15262,26,F,T,T
WinstonFern,15263,67,F,T,T
HoytEmile,15264,92,T,T,F
AlfordEstel,15265,46,T,T,F
JerryJonah,15266,27,F,T,F
NedBessie,15267,38,T,T,T
NatTillman,15268,18,F,F,T
TroyCarrie,15269,75,T,T,T
KirbyGrant,15270,56,F,T,F
ToneyHershel,15271,31,F,F,F
BennettFate,15272,56,F,T,F
JesusManford,15273,27,F,T,F
WestleyBasil,15274,54,T,T,T
FentonColin,15275,64,T,F,F
TheoSolomon,15276,57,F,F,T
NewellRob,15277,87,F,F,F
NealAl,15278,49,F,T,F
IsraelFelix,15279,72,T,T,F
CorneliousHershel,15280,89,T,T,F
JuliusAlpha,15281,44,F,T,T
PabloSteven,15282,27,F,T,F
GusAlan,15283,62,F,T,T
AlvinJune,15284,83,T,F,F
HarmonFrancisco,15285,76,F,T,T
ClemMary,15286,28,T,T,T
StacyBennie,15287,27,F,T,T
WalkerSelmer,15288,80,T,F,T
PabloSteve,15289,29,F,F,T
PeteWillis,15290,93,F,F,F
JakeRudolph,15291,81,F,T,F
NeilHardy,15292,86,F,F,T
GregorioLevi,15293,24,T,F,T
GroverHumphrey,15294,92,T,T,F
HollisElisha,15295,67,T,T,T
WarnerHyman,15296,80,F,F,T
LoraRome,15297,44,T,T,T
RufusRolland,15298,86,F,T,T
WilberBaker,15299,92,F,F,F
BillCurtis,15300,21,T,T,T
FredericFinley,15301,85,F,T,T
AbnerRene,15302,91,T,T,F
LowellRussell,15303,37,T,T,F
FredrickGustave,15304,50,T,T,T
JewellBurr,15305,20,T,T,T
AlphonsusLouise,15306,99,T,T,F
LoyJune,15307,77,F,F,F
RudolphOtho,15308,25,F,T,F
AllieAlpha,15309,46,T,F,F
FredericBennett,15310,53,F,F,F
MorganThurman,15311,94,F,F,F
GastonBertram,15312,31,T,T,T
TomasTheo,15313,28,T,T,F
MathewJasper,15314,34,F,T,T
FloydHosea,15315,33,F,F,F
WilburnRudolph,15316,68,F,F,T
ToyBlaine,15317,19,T,T,T
AbramOdie,15318,45,T,T,T
ClideRamon,15319,51,F,T,T
RodneyJoe,15320,53,F,T,T
RubeDonald,15321,42,T,F,F
SilasClement,15322,28,F,T,F
LueSanford,15323,42,F,F,F
UlyssesTomas,15324,80,F,F,F
CasimirIsaac,15325,75,T,F,T
HaydenFisher,15326,52,T,T,F
AdolfBruno,15327,37,F,F,F
HunterAdlai,15328,34,T,T,F
UlyssesHarrison,15329,37,F,T,F
BillyMyles,15330,76,F,F,T
FlorenceJennie,15331,55,T,F,F
HampRuben,15332,91,F,F,F
PabloWilburn,15333,46,F,T,F
BartonWade,15334,86,F,F,F
BartholomewAdelbert,15335,26,F,T,F
LindseyRuel,15336,55,F,T,T
ErwinAdolph,15337,32,F,T,T
ArnoldRoe,15338,86,T,T,F
TurnerPatrick,15339,45,T,F,F
SidGus,15340,32,F,F,T
AdolphBennie,15341,34,T,F,T
LulaHerschel,15342,26,F,F,F
NickAlvis,15343,52,F,F,T
ArtieCasper,15344,89,T,T,T
AndrewBenedict,15345,20,F,F,T
ConnieWilmer,15346,85,T,T,T
DouglasBuford,15347,39,F,T,F
RalphWilburn,15348,57,F,F,T
DavidCrawford,15349,37,F,T,T
HugoDelos,15350,52,F,F,F
SigurdSidney,15351,82,T,F,T
AddNellie,15352,62,T,T,F
DickLevy,15353,72,F,T,T
MayEdd,15354,63,F,T,F
RoeHorace,15355,66,F,F,T
MontArlie,15356,82,F,F,F
PeterStanton,15357,99,T,T,F
LinusRiley,15358,83,F,T,T
WinstonZollie,15359,55,F,T,F
CarrieAnson,15360,74,T,T,F
TurnerAndres,15361,76,T,T,T
ArtherMajor,15362,94,T,F,T
JoshuaLonnie,15363,68,F,F,F
ParkerSampson,15364,18,F,T,F
BennieClemmie,15365,38,T,T,F
EzekielElsworth,15366,70,F,F,T
BuckMiller,15367,95,T,T,F
NewtonEgbert,15368,76,F,F,F
RoyalJoshua,15369,84,F,T,F
ReedRed,15370,74,T,F,F
JohnnieAgnes,15371,63,T,F,F
MortimerClarence,15372,73,T,T,F
DellIsaac,15373,32,F,T,F
BenedictHugo,15374,21,T,T,F
WardCarter,15375,63,T,T,T
BostonCornelious,15376,38,F,T,F
MaxDillard,15377,78,F,F,F
ElliottBuck,15378,73,F,F,F
BentonBurr,15379,67,T,F,F
AlceeBilly,15380,41,F,T,F
MorrisLeslie,15381,73,T,F,F
RalphHelmer,15382,56,F,T,F
MorrisFreeman,15383,18,F,F,F
BryanLemuel,15384,38,F,F,T
FredEverett,15385,18,F,F,T
WellingtonJoel,15386,87,F,T,F
WalkerHarvie,15387,83,T,F,F
UlyssesDallas,15388,24,T,T,F
ObieByrd,15389,36,T,T,T
JoeLoyal,15390,92,T,F,T
NathanCharlie,15391,26,T,F,T
VerneBob,15392,99,T,F,F
ThomasBailey,15393,30,T,F,T
QuincyMace,15394,30,F,F,T
MalcolmFrank,15395,87,T,F,F
CyrusPeter,15396,92,T,F,T
BerniceAlvy,15397,50,F,T,F
FreddieCal,15398,45,F,F,T
WiltonDouglas,15399,90,F,F,T
GottliebNoah,15400,71,F,F,F
WillardBuster,15401,35,T,T,T
LamarNick,15402,35,F,T,F
IrwinLew,15403,94,F,F,T
HarleyDick,15404,59,F,F,F
MerlTimothy,15405,73,T,F,F
OscarEli,15406,96,F,F,F
WallaceAlan,15407,40,F,F,T
GarnettJones,15408,34,F,F,F
SmithSam,15409,83,F,F,T
SydneyFlorence,15410,36,T,T,T
LigeZeke,15411,63,T,F,T
MelvilleChristopher,15412,35,F,T,F
CarletonSilas,15413,76,F,T,T
HudsonCarlos,15414,82,T,F,T
BusterEllison,15415,79,T,F,T
JonathanWayne,15416,72,T,T,T
JeremiahElmore,15417,77,F,T,F
AlviePaul,15418,58,F,F,F
CalRoyal,15419,86,T,F,F
DeanPete,15420,59,T,F,T
AltoBlair,15421,80,F,T,F
RusselKyle,15422,23,T,T,F
MikeGustav,15423,26,T,T,F
JeromeFrench,15424,80,F,F,T
GustaveEugene,15425,26,F,F,F
PriceHarley,15426,88,T,T,F
KennethDock,15427,97,T,F,T
TonyCollins,15428,49,T,T,T
MyronLon,15429,86,T,F,F
ThomasBernie,15430,50,T,T,T
FateClarence,15431,97,T,T,T
EnosHugo,15432,33,T,F,F
BerthaArvid,15433,57,T,T,T
HobartSolomon,15434,77,F,T,F
AlfBarney,15435,33,F,F,T
BennyJoshua,15436,40,T,T,F
ReidRex,15437,19,F,F,T
NicolasMoses,15438,70,F,F,F
RudolphMinnie,15439,79,F,F,F
EveretteElwin,15440,94,F,T,T
MitchellJulia,15441,65,T,F,T
RushLillard,15442,24,F,T,T
EwellBerton,15443,93,F,F,T
TimStafford,15444,84,F,F,T
EmanuelBennie,15445,40,T,F,F
MarvinVincent,15446,89,T,F,F
JulianArcher,15447,40,F,F,F
EphriamRandall,15448,77,T,T,T
NicolasCleve,15449,84,F,T,F
ElderSeward,15450,39,T,T,F
TillmanLeonard,15451,72,T,T,T
FranciscoNapoleon,15452,49,T,F,F
FayEssie,15453,22,T,T,F
MayElden,15454,82,T,F,T
OdisRollin,15455,38,T,T,F
GeraldNils,15456,93,T,T,F
BartWilliam,15457,24,F,T,F
AllanMilton,15458,63,F,F,T
LafayetteWebb,15459,81,F,F,T
BennieEphriam,15460,84,T,T,T
OcieLionel,15461,88,T,F,T
AlonzaEzekiel,15462,81,F,T,F
MarionLeslie,15463,49,F,T,T
HampFreeman,15464,99,F,T,T
OscarCullen,15465,84,F,F,F
PleasantGarrett,15466,30,F,T,F
RansomTheo,15467,94,F,F,F
ShirleyGerhard,15468,82,T,F,T
HenriPink,15469,30,F,F,T
HarrisMart,15470,57,T,T,F
AlonzoGranville,15471,22,F,F,F
PrestonVaughn,15472,29,F,F,F
JonnieWiley,15473,76,F,F,F
EssexGarrett,15474,94,F,T,T
ZackTim,15475,72,F,F,F
ReginaldNelson,15476,72,F,F,T
JasonDolph,15477,92,T,F,F
EthanHiram,15478,80,T,F,F
EmmettArnold,15479,94,F,T,T
EvanStacy,15480,92,F,F,F
HobertTerry,15481,28,T,T,T
JosephusLinton,15482,62,T,T,T
HjalmerCliff,15483,39,T,T,F
RayMicheal,15484,72,F,T,F
RexRollie,15485,33,F,F,F
GriffinLewis,15486,53,T,T,T
LemonDow,15487,30,F,T,T
OrsonLincoln,15488,96,T,T,F
AbeMaude,15489,67,T,T,F
WashingtonJake,15490,50,T,F,T
LeonardClark,15491,56,T,F,T
NewtRussel,15492,56,F,F,T
IshamVan,15493,19,T,F,F
ShadeRollin,15494,93,F,T,F
BillyOrin,15495,76,F,T,F
CorbettClemens,15496,71,T,T,T
UrbanBart,15497,54,F,F,T
FloydJefferson,15498,78,F,T,T
HerschelAlex,15499,93,T,T,T
JacobJose,15500,22,T,T,F
RufusThomas,15501,96,T,T,T
LinwoodLowell,15502,31,T,F,T
SolomanDave,15503,93,F,T,F
CasperAaron,15504,32,F,F,F
OrieWiley,15505,71,T,F,F
FinisPleas,15506,60,F,F,F
BoycePeyton,15507,28,T,T,T
WebsterEmmet,15508,23,F,T,T
CalebEldred,15509,31,T,F,T
JulesSon,15510,46,T,F,F
LucianNels,15511,24,F,F,F
AlcideAnnie,15512,26,T,F,T
EligahDelmar,15513,54,T,T,T
IrlRamon,15514,68,T,T,T
AudieJesse,15515,34,F,T,F
AlfordEly,15516,71,T,T,F
GeraldDalton,15517,25,F,T,T
LukeDouglas,15518,43,F,T,F
NobleWillard,15519,46,F,T,F
ViolaLafayette,15520,94,T,F,F
JarrettLewis,15521,35,F,T,F
AlbinLucius,15522,92,F,T,F
EmmettSylvester,15523,33,F,F,F
BryantArtie,15524,86,F,F,F
TurnerClaude,15525,66,T,T,F
BallardIsom,15526,54,F,F,T
AllenNolan,15527,28,F,T,F
JoeEverett,15528,56,F,T,F
DouglasGustav,15529,35,F,F,T
RaymondHans,15530,85,T,F,T
AustinChance,15531,37,T,F,F
BishopAubrey,15532,78,T,F,T
GroverRomeo,15533,65,F,T,F
VernerUrban,15534,91,F,F,T
OralLamar,15535,24,F,T,F
ErwinCleo,15536,69,T,F,F
HurleyOrrin,15537,57,F,T,F
ArchibaldLew,15538,90,T,F,T
HalOttis,15539,82,T,F,T
DominicVic,15540,35,T,F,F
EmmetSquire,15541,52,F,F,F
PalmerBee,15542,51,T,T,F
DrewLorenzo,15543,54,F,T,F
RollieClayton,15544,56,T,F,T
LemPark,15545,78,F,T,T
EzellLexie,15546,81,F,F,T
ElijahBarney,15547,70,F,T,T
MinorWilton,15548,88,T,T,T
UnknownMattie,15549,82,F,F,T
RandolphLucius,15550,45,F,F,F
GranvilleEffie,15551,40,T,F,F
RiceTracy,15552,63,T,F,F
ChristSilas,15553,86,F,F,F
DenisArchie,15554,84,F,F,T
OlinTom,15555,46,T,T,T
PalmerPaul,15556,30,F,F,T
ClemNeal,15557,18,F,T,T
MathiasReed,15558,53,T,F,T
AsherTruman,15559,52,F,T,T
BerniceHarley,15560,40,T,T,F
LamarManley,15561,28,T,F,F
OrvalEmmitt,15562,89,F,F,T
MorrisSid,15563,41,F,F,T
ClevelandHumphrey,15564,79,F,T,T
RexGabriel,15565,85,T,F,F
LonzoPalmer,15566,71,F,F,F
WillamOttis,15567,55,F,T,F
HughMarshall,15568,59,F,T,F
CullenChauncy,15569,99,F,F,T
WilbertWill,15570,44,T,T,T
BenjimanRoy,15571,87,T,F,F
LawtonAdam,15572,71,T,F,F
EsleyFate,15573,72,F,F,T
PageLogan,15574,29,T,T,F
CassiusWeldon,15575,42,F,F,F
AnnaNewman,15576,64,F,T,T
LacyTravis,15577,24,T,T,F
IvoryEric,15578,56,F,F,F
RayLew,15579,62,F,F,T
JoseMonte,15580,52,T,F,T
LoydOdie,15581,86,F,T,F
JordanLeander,15582,73,F,T,T
AliceLogan,15583,88,T,F,T
GayRaleigh,15584,21,T,F,F
CooperAddie,15585,41,F,F,F
OscarMckinley,15586,83,F,T,T
AdolphWilson,15587,27,T,T,F
BennyHenry,15588,56,T,T,F
GregoryNorris,15589,52,F,T,T
LueReed,15590,59,F,F,F
BartholomewDock,15591,75,T,F,F
CaryToney,15592,32,T,F,F
TheadoreHerbert,15593,20,T,F,F
VanceElbridge,15594,96,F,F,T
ArlieDock,15595,87,F,F,F
PrestonOren,15596,56,F,F,F
DorseyDonald,15597,90,F,T,F
GarfieldHector,15598,95,T,T,T
PaulBurr,15599,98,T,F,T
GarrettMaynard,15600,92,T,F,T
AlvaAdam,15601,44,T,F,F
BenedictOrin,15602,40,T,T,T
TobeOmar,15603,67,T,F,T
DelbertWalton,15604,48,T,F,F
AbrahamJennie,15605,48,T,F,F
BenjamanCleve,15606,44,F,F,F
WatsonRoss,15607,73,F,T,F
LemShelley,15608,46,F,F,F
LuisLynn,15609,86,T,T,T
WatsonLove,15610,77,F,T,T
EberOscar,15611,47,F,T,F
EssieArthur,15612,19,F,F,F
StewartLenard,15613,59,T,F,F
EllieLonzo,15614,22,T,T,T
RogerIvan,15615,34,T,F,F
BertrandRalph,15616,45,F,F,F
SandersHenderson,15617,60,T,F,T
PalmerLorenzo,15618,41,T,F,F
GodfreyMannie,15619,22,F,F,F
EldridgeJewel,15620,50,T,F,F
AlanChris,15621,30,T,T,F
DolphBrady,15622,31,T,F,T
ElderArnold,15623,71,T,T,F
FisherEligah,15624,60,F,T,F
MaxwellEmmett,15625,92,F,T,T
SieThos,15626,94,T,F,T
IdaAllan,15627,43,F,T,F
MonroeLyle,15628,55,F,T,F
RandallAdelbert,15629,85,F,F,F
OrvilleBurnie,15630,81,F,F,T
LaurenceHoratio,15631,71,T,T,F
OrvalCaleb,15632,46,T,T,F
HarveyNewman,15633,35,F,T,T
CletusByron,15634,92,F,T,T
